,AAPL US Equity,AAPL US Equity,AAPL US Equity,AAPL US Equity,AAPL US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,AMD US Equity,AMD US Equity,AMD US Equity,AMD US Equity,AMD US Equity,GE US Equity,GE US Equity,GE US Equity,GE US Equity,GE US Equity,OXY US Equity,OXY US Equity,OXY US Equity,OXY US Equity,OXY US Equity
,CLOSE,HIGH,LOW,OPEN,VOLUME,CLOSE,HIGH,LOW,OPEN,VOLUME,CLOSE,HIGH,LOW,OPEN,VOLUME,CLOSE,HIGH,LOW,OPEN,VOLUME,CLOSE,HIGH,LOW,OPEN,VOLUME
2013-09-16,16.075698210000002,16.4853406575,15.972126885000002,16.46426925,126968198.96819896,43.165671120000006,44.30995569,43.11567117000001,44.28567,3374367.374367373,3.82,3.9,3.79,3.9,4086420.0,185.63679312,186.32889384,184.09879152,185.25229272,984058.375,86.02279920988417,86.74221378846815,85.81177093349952,86.66547623341921,959228.0
2013-09-17,16.256412315000002,16.4181978675,15.982126875,15.982126875,100677180.67718066,42.79281435000001,43.32138525000001,42.52852890000001,43.14852828000001,4652981.652981653,3.85,3.89,3.77,3.82,3038677.0,188.0206956,188.17449576,185.48299296,185.63679312,920265.375,87.26978447942976,87.67265664343681,86.02279920988417,86.02279920988417,927403.0
2013-09-18,16.5946262625,16.6546262025,16.452840690000002,16.552483447500002,110503342.50334252,43.85138472,43.94567034000001,42.5999574,42.70852872,3053536.0535360533,3.93,3.94,3.84,3.85,2706805.0,191.17359888,191.55809928,187.6361952,188.405196,1395769.125,88.54554633211876,89.0635248286992,87.10671717495073,87.38489081200319,1149385.0
2013-09-19,16.867840275000002,16.9939115775,16.760697525,16.81569747,110307902.30790228,43.639956360000006,44.07424164,43.43281371,44.05281309,4787710.787710788,3.95,4.0,3.92,3.96,3057659.0,188.09759568,191.32739904,187.6361952,191.32739904,1481965.875,88.35370244449629,89.08270921746143,88.06593661306273,88.67024485907328,756049.0
2013-09-20,16.677840465000006,17.0903400525,16.677840465000006,17.089268625000006,223600607.6006076,44.86138371,45.12138345000001,43.69138488,43.69138488,8313747.313747313,3.83,3.95,3.79,3.91,47379247.0,184.63709208,188.71279632,184.560192,188.405196,3971424.375,87.82613175353472,88.62228388716768,87.82613175353472,88.35370244449629,2335866.0
2013-09-23,17.526053902500006,17.746767967500006,17.2381970475,17.714268,199353955.35395533,43.14852828000001,45.71424,42.78852864,45.71424,7613641.613641612,3.79,3.87,3.77,3.81,3708771.0,186.71339424,187.48239504,185.7136932,186.0981936,1287208.875,87.64388006029344,87.90286930858367,87.21223131314305,87.37529861762206,1020788.0
2013-09-24,17.467839675000004,17.6946251625,17.422125435,17.678553750000006,83037947.03794703,43.78424193000001,44.1999558,42.93281421,43.04281410000001,4832076.832076832,3.8,3.89,3.75,3.79,3034711.0,187.02099456,188.63589624,186.40579392,186.482694,971478.0,89.01556385679359,89.66783307470978,87.75898639286687,87.768578587248,1113835.0
2013-09-25,17.1974828025,17.48712537,17.19426852,17.462839680000002,72753816.75381675,43.87709898,44.38995561000001,43.43709942,44.0285274,2861084.8610848607,3.91,3.94,3.8,3.83,2710921.0,186.25199376,188.25139584,186.0981936,186.8671944,875747.0,89.12107799498592,89.49517357584959,88.62228388716768,89.3992516320384,1363358.0
2013-09-26,17.364982635000004,17.448196837500006,17.282482717500002,17.357125500000002,52819140.81914082,44.78709807,44.92281222,43.957813185,44.00567028,2407015.407015407,3.89,3.98,3.88,3.94,1908670.0,186.482694,188.48209608,184.25259168,186.71339424,838008.125,89.76375501852095,90.55031495777278,89.26496091070274,89.76375501852095,995594.0
2013-09-27,17.2410541875,17.30855412,17.169268545,17.277839865,57396249.39624939,44.6285268,44.77995522,44.257098600000006,44.39424132,2156114.156114156,3.86,3.91,3.83,3.87,1501107.0,184.9446924,185.17539264,184.1756916,184.71399216,839820.375,90.60786812405952,90.646236901584,89.51435796461183,90.0131520724301,985154.0
2013-09-30,17.026768687500002,17.200697085,16.947840195,17.02998297,72711424.71142471,44.17281297,44.58852684000001,43.61424210000001,43.95995604000001,3018697.0186970183,3.8,3.86,3.75,3.79,2461205.0,183.71429112,185.09849256,183.25289064,183.48359088,1445253.625,89.72538624099647,89.8309003791888,89.00597166241249,89.45680479832512,1752989.0
2013-10-01,17.4296254275,17.4689111025,17.0853400575,17.0874829125,79882679.88267988,46.37423934,46.3856679,44.857098,44.96709789,6494620.494620495,3.86,3.94,3.81,3.81,3369992.0,185.86749336,186.17509368,183.7911912,184.09879152,926717.125,90.54072276339168,90.60786812405952,89.55272674213633,89.6294642971853,898826.0
2013-10-02,17.485696800000003,17.563911007500003,17.27855415,17.34712551,67480851.48085147,47.24709561000001,47.65138092,45.95423976000001,46.01281113,6716856.716856716,3.9,3.93,3.83,3.83,2075128.0,187.09789464,187.2516948,184.9446924,185.3291928,999772.75,90.94359492739872,91.09707003749664,89.37047504889506,90.3105100982448,1030712.0
2013-10-03,17.263911307500006,17.5839109875,17.169982830000002,17.5181967675,68421848.42184842,45.95995404000001,47.76852366000001,45.435668850000006,47.28709557000001,5069636.069636068,3.9,3.94,3.86,3.93,4016743.0,185.3291928,186.40579392,183.32979072,186.17509368,1002830.75,90.55031495777278,91.10666223187776,89.90763793423773,90.75175103977632,953858.0
2013-10-04,17.251054177500002,17.3060541225,17.092840050000003,17.267839875,56828520.82852083,46.75138182000001,46.89138168,45.50566878000001,46.23995376000001,4123781.123781124,3.91,3.94,3.891,3.91,1825197.0,184.9446924,185.7136932,183.86809128,185.40609288,912369.625,91.51912659026593,91.72056267226944,90.3105100982448,90.49276179148607,695670.0
2013-10-07,17.419625437500002,17.593553835,17.341411230000002,17.373196912500006,73033341.03334102,45.45138312000001,46.6428105,45.44995455,46.29138228000001,4690116.69011669,3.86,3.9,3.83,3.87,2411106.0,184.09879152,185.48299296,183.0221904,183.17599056,865072.5,91.39442806331137,92.00832850370304,90.61746031844064,90.70379006787071,656287.0
2013-10-08,17.176411395000002,17.522839620000006,17.1624828375,17.486053942500003,66650762.65076265,43.18852824,45.928525500000006,42.80995719000001,45.61281153000001,5899633.8996338975,3.72,3.89,3.68,3.87,3522249.0,182.02248936,183.86809128,182.02248936,183.71429112,1236072.375,89.74457062975874,91.21217637007008,89.69660965785313,91.1738075925456,804011.0
2013-10-09,17.367839775,17.4210540075,17.082482917500002,17.30855412,76703444.7034447,41.20424451,42.88995711000001,40.42138815,42.88995711000001,8274701.274701274,3.65,3.75,3.55,3.73,5433848.0,181.25348856,183.32979072,180.715188,183.09909048,1057484.75,90.1282584050035,90.4543930139616,89.13067018936705,89.88845354547554,777436.0
2013-10-10,17.496411075,17.584982415000002,17.405339737500004,17.55569673,71771323.77132377,43.42709943000001,43.90995609,42.35852907,42.97424274,6592445.592445591,3.79,3.796,3.72,3.73,2970892.0,186.482694,186.482694,183.17599056,183.7911912,1211949.0,91.2217685644512,91.9411831430352,90.51194618024832,91.09707003749664,859145.0
2013-10-11,17.607125250000006,17.636410935,17.3274826725,17.392482607500003,72352548.35254835,43.00138557,43.9285275,42.87567141,43.43709942,3784875.784875785,3.83,3.85,3.75,3.78,2077912.0,187.6361952,188.32829592,186.113573616,187.17479472,987789.875,91.59586414531488,91.8932221711296,90.41602423643712,90.83808078920644,602475.0
2013-10-14,17.715696570000006,17.770696515,17.478553950000002,17.483553945,67562891.56289156,46.33709652,46.46709639,43.71424200000001,44.28709857000001,10052010.052010052,3.97,4.05,3.85,3.88,7589870.0,187.48239504,187.48239504,185.79059328,186.0981936,675191.25,91.80689242169952,92.02751289246528,90.75175103977632,91.20258417568895,539764.0
2013-10-15,17.809982190000003,17.928553500000003,17.69855373,17.7817679325,75384895.38489538,45.95566833,46.75709610000001,45.6285258,46.44281070000001,6052290.052290052,4.02,4.1,4.01,4.04,6389375.0,186.02129352,187.94379552,185.7136932,186.32889384,798354.875,91.34646709140576,92.36323969580448,91.15462320378336,91.76852364417503,722974.0
2013-10-16,17.897124960000006,17.946410625000006,17.82998217,17.882124975,64350700.35070035,46.12566816,46.4999535,45.4713831,45.72995427000001,4533561.533561533,4.09,4.1,4.03,4.1,4142252.0,187.32859488,187.6361952,185.55989304,186.94409448,780947.25,93.01550891372064,93.27449816201089,91.78770803293727,91.86444558798622,869541.0
2013-10-17,18.023553405,18.02712483,17.8460535825,17.857125,68758464.75846475,47.157095700000006,47.16995283000001,45.66852576,46.02995397,4653793.6537936535,4.09,4.13,4.07,4.1,3951440.0,189.78939744,189.78939744,186.40579392,187.32859488,1576574.25,94.08024249002492,94.08024249002492,92.74692747104928,92.96754794181508,1314948.0
2013-10-18,18.1767675375,18.187838955,18.065339077500006,18.074981925000003,83813155.8131558,47.64280950000001,48.04709481,46.80995319000001,47.714238,6978908.9789089775,3.53,3.66,3.51,3.55,10417851.0,196.4797044,197.956185936,192.94230072,192.94230072,3189086.125,94.28167857202848,94.64618195851104,92.30568652951776,94.58862879222433,1849633.0
2013-10-21,18.617838525,18.724981275,18.26855316,18.26855316,99591255.5912556,50.71280643000001,50.7713778,48.63137994000001,48.98852244,15603792.603792602,3.37,3.56,3.3,3.56,7570939.0,201.01680912,202.6317108,198.32530632,198.4022064,1530197.125,93.0922464687696,94.17616443383616,92.81407283171713,94.17616443383616,1194495.0
2013-10-22,18.565338577500004,18.8714097,18.149267565,18.789624067500004,122338842.33884232,46.15995384000001,55.59423012000001,45.93566835000001,55.41851601000001,35845579.84557984,3.18,3.33,3.12,3.32,9134805.0,200.09400816,201.78580992,199.78640784,201.4782096,1158793.625,93.83084543611584,93.99391274059488,92.87162599800384,93.41838107772767,941419.0
2013-10-23,18.748552680000003,18.7739097975,18.53569575,18.53569575,65885045.88504588,47.18138139,47.857095,45.28566900000001,45.33138324,11381213.38121338,3.14,3.25,3.04,3.2,7362463.0,197.6332056,199.940208,197.2487052,199.86330792,1076486.25,91.75893144979392,93.284090356392,91.51912659026593,93.17857621819972,1044862.0
2013-10-24,18.997838145000006,19.016766697500003,18.660695625,18.74998125,75553483.55348355,47.31709554000001,48.11709474000001,46.24852518000001,47.34852408,6674030.674030674,3.23,3.3,3.16,3.18,5221573.0,199.47880752,200.070938136,197.40250536,198.70980672,1079800.5,93.07306208000736,93.3320513282976,91.59586414531488,92.15221141941984,607140.0
2013-10-25,18.792838350000004,19.0396238175,18.75426696,18.974981025,80518560.51856051,46.88138169000001,48.1713804,46.55852487000001,47.285667,5168756.168756168,3.34,3.39,3.29,3.3,6036586.0,199.01740704,200.55540864,198.417586416,200.55540864,902011.25,92.92917916429056,93.11143085753186,92.1809880025632,92.9483635530528,682074.0
2013-10-28,18.906409665,18.963909607500003,18.6924813075,18.9024810975,137947821.94782194,44.857098,47.27852415,44.54424117000001,46.428525,7253876.253876252,3.32,3.39,3.32,3.38,3247715.0,200.63230872,201.0937092,198.17150616,199.01740704,985379.125,93.56226399344447,93.59104057658784,91.61504853407712,92.92917916429056,956521.0
2013-10-29,18.464981535,19.2589093125,18.376410195,19.15283799,141797545.7975458,46.75709610000001,46.76709609,44.17281297,45.50995449000001,7464296.464296464,3.33,3.37,3.32,3.34,1662126.0,201.55510968,202.224140376,200.47850856,201.17060928,1040753.5,92.54549138904578,94.003504934976,92.085066058752,93.88839860240256,875944.0
2013-10-30,18.747838395,18.83998116,18.46712439,18.5567671575,80604016.60401659,45.44852598,46.96281018000001,45.09709776,46.95995304000001,5209622.209622209,3.3,3.36,3.3,3.35,2352476.0,202.78551096,203.616031824,201.40130952,202.2472104,968748.75,92.14261922503871,93.97472835183264,91.26013734197568,92.91958696990945,936478.0
2013-10-31,18.655338487500003,18.8381954475,18.6167670975,18.74998125,68856352.85635285,46.06852536000001,46.64566764,45.12138345000001,45.50424021,4410564.4105644105,3.34,3.34,3.254,3.32,2291565.0,201.01680912,203.24691144,200.86300896,202.78551096,1401531.5,92.16180361380094,93.27449816201089,91.5095343958848,92.2769099463744,1392609.0
2013-11-01,18.57283857,18.7428384,18.4246244325,18.7285527,67648319.64831965,47.07995292,47.64280950000001,46.56566772,46.97566731,4905765.905765905,3.31,3.35,3.3,3.35,1658022.0,204.09281232,204.78491304,200.24780832,200.24780832,1552703.625,91.7493392554128,92.31527872389889,90.73256665101408,92.2577255576122,909771.0
2013-11-04,18.8124811875,18.814981185000004,18.529267185,18.6131956725,53185073.18507318,48.22852320000001,48.25566603000001,46.45138212000001,47.27852415,5598451.598451599,3.32,3.38,3.29,3.34,2551845.0,203.24691144,204.47731272,202.32411048,204.40041264,790214.875,93.74451568668576,93.83084543611584,92.0371050868464,92.36323969580448,913846.0
2013-11-05,18.772124085,18.887838255,18.67855275,18.729981270000003,60118636.11863612,48.78566550000001,48.9142368,47.59566669000001,47.93423778,3574882.5748825744,3.33,3.35,3.299,3.32,1860601.0,203.17001136,203.93901216,201.93961008,202.2472104,691713.75,92.74692747104928,93.36082791144096,92.31527872389889,93.1881684125808,720252.0
2013-11-06,18.602124255000003,18.743552685000004,18.50712435,18.7196241375,52429296.42929643,47.94709491,49.19137938,47.55280959,48.49852293000001,4855855.855855855,3.32,3.35,3.3,3.33,1564051.0,206.8612152,207.39951576,203.4007116,203.4007116,1538337.875,93.05387769124512,93.51430302153886,92.11384264189536,93.25531377324864,772395.0
2013-11-07,18.3039102675,18.6853384575,18.299267415000006,18.556410015000004,65836997.83699783,46.69423902000001,48.51709434000001,46.45566783,48.42852300000001,4916545.916545916,3.28,3.33,3.23,3.33,1991362.0,204.5542128,209.09131752,204.5542128,207.32261568,1634171.25,91.9411831430352,92.90999477552832,91.52871878464704,92.804480637336,930948.0
2013-11-08,18.592838550000003,18.6117671025,18.309267405,18.378195907500004,91834099.83409984,47.8428093,47.9285235,46.57138200000001,46.70281044000001,5255318.255318255,3.27,3.28,3.2030000000000003,3.25,1743019.0,208.0147164,208.09161648,203.63141184,203.785212,1265223.25,92.40160847332896,92.52630700028352,91.67260170036384,91.75893144979392,1036606.0
2013-11-11,18.5460528825,18.62908851375,18.3717673425,18.571052857500003,59788851.78885178,48.27280887000001,48.4856658,46.97995302,47.53566675,4010150.010150009,3.34,3.34,3.25,3.28,1910676.0,207.70711608,207.93781632,206.8612152,207.86091624,731820.625,93.05387769124512,93.11143085753186,92.2577255576122,92.57426797218912,537784.0
2013-11-12,18.5717671425,18.7110527175,18.46426725,18.46426725,47318087.31808732,47.67566661000001,48.4999515,47.3428098,48.02566626000001,3102298.102298102,3.44,3.45,3.34,3.35,2595922.0,208.0147164,208.70681712,206.16911448,206.8612152,941527.25,91.73974706103172,92.87162599800384,91.45198122959808,92.6989664991437,568299.0
2013-11-13,18.5981956875,18.651767062500006,18.4631958225,18.4999815,54258538.25853825,47.90566638,47.92280922,47.01852441000001,47.60280954000001,2759920.75992076,3.54,3.55,3.46,3.48,3954614.0,208.7837172,208.7837172,205.715404008,207.32261568,816541.375,93.044285496864,93.07306208000736,91.32728270264352,91.32728270264352,748449.0
2013-11-14,18.86283828,18.9024810975,18.6428385,18.680695605,72751744.75174475,48.93852249,49.142808,47.874237840000006,47.96995203000001,4921753.921753922,3.52,3.569,3.47,3.55,1809136.0,207.55331592,209.09131752,206.55361488,209.01441744,808043.625,93.50471082715777,93.65818593725568,92.564675777808,93.06346988562623,675785.0
2013-11-15,18.752838390000004,18.89426682,18.732124125,18.8053383375,113150605.15060514,49.96566432,49.98280716,49.01566527000001,49.22852220000001,5393554.393554393,3.5,3.52,3.48,3.51,1242536.0,209.1682176,210.93691944,207.39951576,207.55331592,1890311.375,93.56226399344447,93.763700075448,92.86203380362272,93.5718561878256,1038176.0
2013-11-18,18.5231957625,18.82712403,18.50712435,18.74426697,67014231.01423101,48.82423689,50.03709282000001,48.51852291,49.99995000000001,4965524.965524965,3.47,3.53,3.47,3.51,2323825.0,209.32201776,211.47522,208.47611688,209.78341824,1364435.75,93.12102305191296,93.763700075448,92.71815088790592,93.61981715973118,561391.0
2013-11-19,18.552481447500003,18.69140988,18.498910072500006,18.5367671775,49095417.09541709,48.18423753,49.514236200000006,47.74995225000001,48.68137989,3612423.612423612,3.42,3.47,3.36,3.46,2704685.0,207.86091624,210.16791864,207.01501536,208.7837172,1216351.875,92.9483635530528,93.34164352267872,92.09465825313312,92.9483635530528,512758.0
2013-11-20,18.392838750000006,18.5846242725,18.36998163,18.5374814625,52102312.1023121,48.50280864000001,49.464236250000006,48.25280889,49.04995095000001,4112462.112462112,3.42,3.46,3.4,3.44,1268826.0,207.32261568,208.93751736,206.70741504,207.78401616,1179757.875,93.21694499572416,93.80206885297248,92.86203380362272,93.24572157886747,572579.0
2013-11-21,18.6074813925,18.614267100000006,18.3481959375,18.4856958,71995939.99593998,49.7856645,49.80566448,48.81852261000001,48.89137968000001,3811685.8116858113,3.37,3.43,3.352,3.43,1252070.0,206.93811528,207.70711608,205.86151416,207.630216,865953.125,94.6269975697488,94.69414293041665,93.17857621819972,93.52389521592,602096.0
2013-11-22,18.56426715,18.6481956375,18.5203386225,18.5571243,62974302.97430297,49.69280745000001,50.08566420000001,49.1570937,49.83280731,2717801.7178017176,3.34,3.39,3.33,3.37,1462492.0,208.24541664,208.32231672,206.55361488,206.70741504,560049.875,95.31763556518943,95.36559653709504,93.99391274059488,94.74210390232224,531835.0
2013-11-25,18.704981295000003,18.7810526475,18.60712425,18.60783853500001,56988932.98893298,50.03423568,50.41709244000001,49.29995070000001,49.5570933,2956872.956872957,3.39,3.39,3.34,3.34,1422103.0,205.55391384,208.93751736,205.55391384,208.86061728,916734.125,93.49511863277664,94.962724373088,93.3320513282976,94.962724373088,1175391.0
2013-11-26,19.04998095,19.147480852500006,18.714267000000003,18.7167669975,113290409.29040928,50.7428064,50.92280622,49.67852175,50.09137848,3580153.58015358,3.45,3.48,3.4,3.41,2117985.0,205.93841424,207.16881552,205.707714,205.86151416,1381387.25,93.64859374287455,94.08024249002492,93.10183866315072,93.54307960468223,607373.0
2013-11-27,19.49855193,19.499980500000003,19.1517665625,19.1517665625,89282989.28298928,51.784233930000006,51.96566232,50.52994947,51.01566327000001,3726075.7260757256,3.56,3.58,3.46,3.47,2500670.0,206.32291464,206.845835184,205.707714,206.16911448,643156.125,91.3176905082624,93.60063277096896,90.9244105386365,93.51430302153886,765862.0
2013-11-29,19.859622997500004,19.9396229175,19.567837575,19.632123225000004,106194334.19433418,52.25709060000001,52.53280461000001,51.87423384,52.00709085,2260610.2606102605,3.64,3.68,3.58,3.6,2038649.0,205.01561328,206.63051496,204.86181312,205.707714,982515.25,91.08747784311552,92.00832850370304,90.6941978734896,91.32728270264352,671766.0
2013-12-02,19.686766027500006,20.15426556,19.6746231825,19.9285515,110697214.6972147,51.98851944000001,52.53709032,51.39709146,52.142805,2771190.771190771,3.66,3.7,3.562,3.65,3022443.0,205.01561328,205.55391384,204.24661248,204.9387132,1309799.125,90.89563395549312,91.48075781274144,90.24336473757695,91.14503100940225,692187.0
2013-12-03,20.227122630000004,20.227836915,19.91712294,19.9285515,100090608.09060808,51.84851958,51.93994806,50.92852050000001,51.69851973,3495285.495285495,3.62,3.7,3.58,3.65,3009116.0,204.24661248,204.5542128,202.55481072,204.47731272,983902.875,90.4543930139616,91.7013782835072,90.23377254319584,90.886041761112,881168.0
2013-12-04,20.17855125,20.328193957500005,20.029265685,20.1999798,92470652.47065246,50.89566339,52.65851877000001,50.89566339,51.47709138,5280049.280049278,3.57,3.63,3.49,3.57,2614740.0,204.86181312,204.9387132,201.4782096,202.70861088,1654187.375,90.73256665101408,91.18339978692671,89.96519110052448,90.4543930139616,687065.0
2013-12-05,20.2846225725,20.5396223175,20.2289083425,20.4596223975,115915439.91543992,51.15137742,51.58423413,50.50280664,51.11566317000001,2853986.8539868537,3.64,3.647,3.55,3.56,1785237.0,203.4007116,204.70801296,202.6317108,204.70801296,1007462.125,89.61987210280417,90.58868373529728,89.55272674213633,90.55031495777278,1030345.0
2013-12-06,20.000694285,20.239622617500004,19.984980015,20.2067655075,87480319.48031947,50.63423508,51.57709128000001,50.285664,51.57709128000001,3077189.0771890767,3.66,3.7,3.63,3.67,2152721.0,207.16881552,207.47641584,205.16941344,205.86151416,886001.625,88.87168094107679,90.646236901584,88.77575899726558,90.1186662106224,1120985.0
2013-12-09,20.2296226275,20.341765372500006,20.0324799675,20.03569425,80468412.46841246,50.80994919000001,51.40280574000001,50.52709233,50.73852069000001,3076853.0768530765,3.63,3.7,3.63,3.66,1560416.0,209.09131752,210.16791864,206.70741504,207.09191544,943124.5,89.34169846575169,89.94600671176224,88.60309949840546,88.79494338602785,1018691.0
2013-12-10,20.1981940875,20.280694005,20.042837100000003,20.12712273,69682745.68274568,51.871376700000006,52.06280508,50.49423522,50.642806500000006,3448861.448861449,3.72,3.78,3.61,3.63,3302447.0,208.70681712,210.598559088,208.24541664,208.32231672,1027850.125,88.71820583097887,89.37047504889506,88.67983705345439,89.35129066013279,694878.0
2013-12-11,20.048551380000006,20.390693895000005,19.9889085825,20.2460511825,96049140.04914004,51.99709086000001,53.01137556000001,51.74566254000001,52.05280509000001,4493801.493801493,3.68,3.769,3.66,3.74,2005536.0,204.40041264,208.62991704,204.09281232,208.3992168,1207645.0,87.8069473647725,89.00597166241249,87.6246956715312,88.59350730402431,1104514.0
2013-12-12,20.019265695,20.190336952500004,20.0010514275,20.079265635,74878878.87887888,53.33280381,53.52994647,51.95280519000001,51.95280519000001,5210385.21038521,3.69,3.74,3.65,3.67,1562395.0,204.09281232,205.3232136,203.785212,203.785212,1014277.875,87.51918153333887,88.35370244449629,87.26978447942976,87.71102542096128,999859.0
2013-12-13,19.8010516275,20.098551330000006,19.774623082500003,20.086408485,91294763.29476328,52.70994729000001,53.82137475,52.68709017000001,53.73566055,4496118.496118496,3.69,3.72,3.67,3.7,1638283.0,206.39981472,207.09191544,203.86211208,204.5542128,1052473.875,87.39448300638432,87.75898639286687,86.93405767609056,87.51918153333887,757303.0
2013-12-16,19.910694375,20.089265625000003,19.822123035,19.822123035,91351687.35168734,52.32994767,52.99994700000001,52.03566225,52.85423286000001,3712432.712432712,3.59,3.66,3.512,3.65,3580860.0,207.47641584,208.32231672,206.63051496,206.8612152,1010403.125,87.2410078962864,88.06593661306273,87.02997961990177,87.60551128276896,993496.0
2013-12-17,19.821051607500006,19.979980020000006,19.7639088075,19.8503372925,59812791.81279181,53.55280359,53.9570889,52.32423339,52.39280475,4857136.857136857,3.65,3.67,3.58,3.6,2465411.0,207.86091624,208.70681712,207.16881552,208.32231672,1481478.875,86.53118551208351,87.12590156371296,86.45444795703455,87.11630936933183,1818849.0
2013-12-18,19.6703374725,19.6939088775,19.244980755000004,19.632123225000004,131241059.24105924,53.748517680000006,53.857089,52.36137621,53.40851802000001,4725984.725984725,3.65,3.667,3.6,3.64,1960133.0,210.78311928,211.16761968,206.39981472,207.86091624,1345348.25,88.49758536021312,88.56473072088095,86.70384501094368,86.87650450980385,1575864.0
2013-12-19,19.444980555000004,19.6428375,19.4210520075,19.6203375225,80615384.61538461,53.81994618,54.2570886,53.35708950000001,53.4570894,3260953.2609532606,3.65,3.68,3.6,3.64,1995194.0,210.09101856,210.7062192,206.32291464,208.86061728,1413572.375,89.14026238374817,89.33210627137055,87.768578587248,88.12348977934944,1284146.0
2013-12-20,19.596408975000006,19.7003374425,19.4610519675,19.4781948075,166275450.27545026,53.66708919000001,54.20566008,53.49994650000001,53.78566050000001,6602868.602868603,3.69,3.7,3.64,3.64,3933246.0,210.39861888,211.24451976,207.78401616,209.78341824,4053713.0,89.01556385679359,89.69660965785313,88.76616680288448,89.05393263431809,2733826.0
2013-12-23,20.360336782500006,20.382122475000006,20.0999799,20.28140829,126865914.86591484,54.36851706,54.76851666,53.82566046,54.09851733000001,3537782.5377825373,3.75,3.77,3.72,3.73,2541985.0,210.7062192,211.39831992,209.70651816,211.24451976,1003511.125,89.42802821518177,90.05152084995457,89.38006724327617,89.67742526909088,584394.0
2013-12-24,20.2739082975,20.42426529,20.21569407,20.3531939325,40360332.36033236,54.05566023,54.8428023,53.92708893,54.39423132,1385714.3857143857,3.77,3.8,3.75,3.75,771349.0,212.32112088,212.70562128,210.39861888,210.7062192,376099.0,89.66783307470978,89.71579404661536,88.91964191298241,89.23618432755937,274042.0
2013-12-26,20.139265575,20.339265375,20.12319416250001,20.289265425000004,55812231.81223181,53.84708901000001,54.41280273,53.714232,54.01566027000001,2974967.974967975,3.8,3.85,3.796,3.8,1650603.0,214.01292264,214.9357236,212.2442208,212.93632152,771954.125,90.19540376567136,90.27214132072032,89.33210627137055,89.65824088032862,616658.0
2013-12-27,20.003194282500004,20.156408415,19.982122875,20.136408435000003,54804034.8040348,52.49994750000001,54.10280304000001,52.26280488,53.87280327000001,4523943.523943524,3.78,3.82,3.763,3.82,1502107.0,214.01292264,214.78192344,213.47462208,214.1667228,501672.5,90.98196370492322,91.0778856487344,90.05152084995457,90.23377254319584,516863.0
2013-12-30,19.80426591,19.9303372125,19.727480272500006,19.909265805000004,67713839.71383971,52.42709043000001,52.79137578000001,51.32137725000001,52.51709034,3632387.632387632,3.85,3.88,3.79,3.8,3134624.0,214.47432312,215.16642384,213.7822224,213.85912248,829152.75,90.6941978734896,91.38483586893022,90.5023539858672,91.05870125997215,767388.0
2013-12-31,20.039622817500003,20.04569424,19.7860516425,19.7917659225,63846167.84616784,52.59566169000001,52.71423300000001,51.94709091000001,52.14851928000001,3064589.064589065,3.87,3.87,3.83,3.87,2821863.0,215.55092424,216.01232472,214.08982272,214.62812328,1024872.875,91.2217685644512,91.43279684083583,90.406432042056,91.0778856487344,872452.0
2014-01-02,19.7546231025,19.8939086775,19.7153374275,19.84569444,59351827.35182735,51.83137674,52.51137606,51.54709131,52.40280474,3081585.0815850813,3.95,3.98,3.84,3.86,2908435.0,211.47522,214.85882352,210.790809288,214.39742304,1086944.25,90.02274426681117,90.97237151054208,89.60068771404192,90.65582909596512,805860.0
2014-01-03,19.320694965,19.7731945125,19.301409270000004,19.74998025,96579740.57974055,51.871376700000006,52.4856618,51.8428053,51.999948,3246862.2468622467,4.0,4.0,3.88,3.98,2618581.0,211.32141984,212.2442208,210.78311928,211.62902016,806091.375,89.70620185223423,90.35847107015042,89.10189360622368,90.13785059938463,744243.0
2014-01-06,19.4260520025,19.5281947575,19.057123800000006,19.1960522325,98661710.66171063,51.36709149,51.99851943000001,50.487092370000006,51.88994811000001,5029764.029764029,4.13,4.18,4.0,4.0,7130204.0,209.62961808,213.16702176,208.7837172,212.70562128,825526.25,89.97478329490559,90.27214132072032,89.3992516320384,90.08029743309793,639053.0
2014-01-07,19.2903378525,19.49855193,19.213552215000004,19.43998056,73033285.03328502,48.4999515,49.68423603000001,48.15280899,49.58852184000001,8405216.405216405,4.18,4.242,4.11,4.2,6517987.0,209.86031832,211.39831992,209.24511768,211.16761968,822601.5,91.6534173116016,91.78770803293727,90.25295693195808,90.55990715215393,1444309.0
2014-01-08,19.409266305000006,19.4839090875,19.238909332500004,19.2431950425,70091238.09123808,48.71280843,49.42137915,48.09566619,48.10423761000001,5585753.585753585,4.18,4.26,4.14,4.23,4252713.0,209.24511768,210.3217188,208.55301696,210.09101856,796049.875,90.9244105386365,91.49035000712256,90.35847107015042,90.7421588453952,881700.0
2014-01-09,19.1596236975,19.529266185000004,19.119980880000004,19.5285519,73469161.46916147,48.14995185000001,49.139950860000006,47.857095,48.82423689,5093569.093569093,4.09,4.23,4.05,4.2,4710928.0,209.32201776,210.3217188,207.16881552,210.3217188,744137.25,90.97237151054208,91.23136075883232,90.25295693195808,90.97237151054208,775014.0
